20170412,740,768,920,955,955
20170373,770,800,892,921,921
20170637,751,770,909,952,952
20172094,749,778,907,948,948
20170908,751,798,897,936,936
20170051,748,780,887,966,966
20170137,756,768,902,955,955
20170072,744,794,889,952,952
20170674,758,779,890,951,951
20170770,765,786,889,938,938
20170002,763,763,895,955,955
20170162,737,786,901,952,952
20170774,736,813,893,933,933
20170633,764,794,889,928,928
20170826,741,765,902,964,964
20170110,730,788,896,958,958
20170604,759,781,895,937,937
20170591,740,782,896,953,953
20170280,765,776,878,952,952
20170326,750,788,885,947,947
20170164,753,783,890,944,944
20170868,740,781,913,936,936
20170178,739,756,908,966,966
20172075,706,783,907,971,971
20170285,758,797,880,932,932
20170655,746,787,893,939,939
20171068,712,790,900,961,961
20170660,739,766,905,953,953
20170014,756,791,896,920,920
20170474,720,761,910,971,971
20170775,743,793,880,946,946
20170367,721,800,904,936,936
20170025,752,805,879,925,925
20170443,743,777,901,939,939
20170799,743,812,899,905,905
20170851,734,777,893,954,954
20172025,729,787,906,935,935
20170840,718,784,893,961,961
20172064,734,763,912,945,945
20170756,748,776,874,955,955
20170664,756,800,893,904,904
20170065,711,795,906,940,940
20170136,773,784,872,922,922
20170588,735,726,917,970,970
20170462,725,773,891,959,959
20170448,712,791,891,954,954
20170103,748,787,877,936,936
20172101,736,755,910,946,946
20170129,733,778,877,958,958
20170470,732,763,902,948,948
20170430,758,784,897,906,906
20170226,706,751,919,968,968
20172084,765,755,890,932,932
20171036,685,781,914,960,960
20170853,726,757,900,957,957
20170450,748,791,869,928,928
20170034,707,788,887,953,953
20170832,731,759,893,951,951
20170248,730,803,849,951,951
20170552,742,761,889,941,941
20170425,751,752,884,945,945
20170705,707,748,906,970,970
20170642,732,775,874,950,950
20170709,737,776,881,936,936
20170149,699,757,911,962,962
20172117,730,786,904,909,909
20170506,752,765,875,936,936
20170564,747,787,882,912,912
20170338,742,733,891,961,961
20170266,731,738,913,945,945
20170719,710,756,886,974,974
20170621,744,777,890,912,912
20170199,756,775,858,933,933
20170242,749,767,887,918,918
20170009,741,734,899,946,946
20170814,733,776,882,927,927
20170834,756,774,868,920,920
20170148,648,785,916,968,968
20170733,757,761,854,940,940
20170755,755,745,891,921,921
20170745,738,778,875,921,921
20170693,714,743,893,961,961
20170292,762,782,863,904,904
20170220,725,764,877,943,943
20170230,729,778,877,925,925
20172022,751,808,858,892,892
20170348,682,769,899,958,958
20170749,748,778,853,929,929
20170838,754,766,862,926,926
20170685,724,748,890,945,945
20170815,710,744,910,942,942
20170362,742,687,908,968,968
20170041,729,764,864,947,947
20170345,703,793,867,940,940
20170623,743,734,909,917,917
20170890,753,778,877,895,895
20170485,718,744,886,952,952
20170666,732,735,882,951,951
20170311,706,745,891,957,957
20172146,743,730,902,924,924
20170550,708,762,890,938,938
20170143,769,755,860,913,913
20172005,744,743,901,909,909
20170247,735,744,877,938,938
20170275,697,762,892,942,942
20170516,736,725,868,963,963
20170651,703,757,871,961,961
20170101,651,782,898,961,961
20170182,712,749,886,944,944
20170576,717,731,902,941,941
20172003,723,748,893,925,925
20170316,747,746,869,926,926
20170548,751,763,850,924,924
20172043,711,758,887,931,931
20170543,721,747,882,936,936
20170574,708,746,898,933,933
20170864,699,766,889,931,931
20170547,706,733,899,946,946
20170675,697,799,873,915,915
20172095,695,744,888,956,956
20170308,687,771,873,952,952
20170070,769,787,863,864,864
20170059,687,720,916,959,959
20170476,706,743,875,957,957
20170696,704,775,873,929,929
20172108,690,752,885,953,953
20170530,756,739,870,915,915
20170784,742,792,851,895,895
20170765,746,796,894,844,844
20170212,736,759,880,904,904
20170449,701,742,867,968,968
20170896,753,750,854,921,921
20170099,734,758,869,917,917
20170779,727,763,887,899,899
20170672,743,731,877,924,924
20171182,725,772,881,896,896
20170872,722,728,882,941,941
20170416,764,772,868,868,868
20170687,713,734,880,944,944
20172068,713,730,890,938,938
20170505,725,765,865,916,916
20170384,740,726,873,931,931
20170708,754,779,855,882,882
20170026,731,742,862,934,934
20170202,722,739,883,925,925
20170805,709,737,886,936,936
20170174,701,766,870,928,928
20170463,716,747,868,933,933
20170378,715,756,892,901,901
20170531,726,751,862,924,924
20170811,762,805,849,846,846
20170020,730,691,890,950,950
20170801,713,746,872,929,929
20170453,672,771,885,930,930
20170653,730,729,886,912,912
20170619,744,773,869,871,871
20170152,752,712,878,914,914
20170372,744,742,855,914,914
20171002,737,767,891,860,860
20172040,726,798,877,854,854
20170061,730,739,874,911,911
20170135,735,762,868,889,889
20170327,752,790,807,904,904
20170816,724,772,867,890,890
20170887,740,702,871,939,939
20170127,711,730,876,935,935
20170037,661,784,888,917,917
20170716,735,737,869,907,907
20170198,744,777,834,892,892
20170056,679,746,875,946,946
20170563,722,772,877,875,875
20170125,635,741,893,975,975
20170021,756,699,874,914,914
20170221,740,745,877,881,881
20171067,645,763,885,946,946
20170219,729,761,876,873,873
20170701,703,735,869,931,931
20170120,710,759,858,911,911
20172119,694,779,851,913,913
20170094,752,771,868,846,846
20170699,708,740,854,933,933
20170843,731,754,843,907,907
20170620,726,744,820,942,942
20170115,710,737,879,906,906
20170069,632,734,907,958,958
20170897,727,713,871,919,919
20171184,640,750,884,955,955
20170276,686,761,856,926,926
20170417,748,725,909,846,846
20172046,638,741,884,964,964
20170166,646,734,884,963,963
20172061,705,638,915,966,966
20170786,666,768,867,923,923
20170866,673,728,878,942,942
20170016,688,729,869,934,934
20170566,676,755,862,927,927
20170618,719,751,853,897,897
20170337,698,708,868,944,944
20170867,698,747,865,907,907
20170635,672,752,867,924,924
20170538,704,750,867,894,894
20170583,696,699,907,912,912
20172018,712,689,876,936,936
20170277,668,744,878,923,923
20172039,737,765,832,878,878
20171065,728,767,890,826,826
20170504,674,708,876,951,951
20170163,647,757,885,920,920
20170683,716,709,887,896,896
20170617,750,759,842,856,856
20170680,713,711,869,913,913
20170461,686,737,840,942,942
20170420,713,704,854,934,934
20171199,639,785,869,912,912
20170435,719,722,830,933,933
20170263,650,742,873,938,938
20170451,664,758,851,930,930
20170590,723,713,865,902,902
20172089,662,713,873,954,954
20170114,684,696,888,932,932
20170057,700,734,852,914,914
20170519,678,719,892,911,911
20170658,711,729,865,895,895
20170040,721,765,844,870,870
20170298,618,725,897,957,957
20170404,705,655,895,942,942
20170030,739,672,879,905,905
20170341,748,760,822,865,865
20170395,679,716,865,934,934
20170087,687,726,854,927,927
20170447,720,737,840,895,895
20170107,684,688,885,934,934
20170156,709,741,836,905,905
20170695,720,729,841,899,899
20170827,686,721,886,896,896
20170224,713,743,864,869,869
20170429,669,744,856,919,919
20172015,634,715,911,927,927
20170076,665,739,857,926,926
20172031,677,738,881,889,889
20170817,713,731,862,879,879
20170382,711,765,851,858,858
20170096,685,749,834,914,914
20172098,725,772,843,842,842
20170426,676,684,881,939,939
20172023,713,747,837,883,883
20170647,678,714,865,922,922
20170592,667,736,849,926,926
20170360,659,737,877,903,903
20170602,706,720,834,915,915
20170141,708,739,840,888,888
20170724,711,743,849,872,872
20170691,690,660,865,957,957
20170154,695,694,849,932,932
20171164,619,768,884,899,899
20170575,646,722,859,942,942
20170419,756,757,801,855,855
20171052,659,721,881,906,906
20170569,694,712,860,900,900
20170740,643,718,877,927,927
20170245,695,718,850,902,902
20172088,643,636,902,982,982
20170035,701,683,852,927,927
20170875,726,720,808,909,909
20170090,737,728,832,864,864
20170282,679,718,853,907,907
20170106,632,715,868,941,941
20172091,632,691,893,940,940
20170982,667,740,854,895,895
20170082,656,713,861,924,924
20170560,684,756,822,892,892
20171078,706,730,840,877,877
20172059,657,743,847,905,905
20170999,691,770,854,837,837
20170987,574,736,902,937,937
20170394,628,702,883,935,935
20171020,704,716,837,891,891
20170781,661,742,826,917,917
20170126,691,717,823,915,915
20170033,743,735,765,902,902
20170423,630,705,855,954,954
20170346,630,745,869,900,900
20172067,620,740,851,931,931
20172056,729,735,821,857,857
20170486,632,703,876,930,930
20172006,731,725,821,863,863
20170837,653,755,859,871,871
20170684,723,786,832,797,797
20170483,694,694,846,903,903
20170741,720,731,816,870,870
20172120,627,740,862,907,907
20171003,693,730,866,847,847
20170845,659,731,840,905,905
20170374,718,727,788,902,902
20170193,699,724,798,913,913
20170606,741,702,817,873,873
20170434,752,764,760,856,856
20170508,625,713,867,925,925
20171075,697,680,857,896,896
20170711,711,686,846,887,887
20170104,612,660,898,959,959
20170332,672,691,866,900,900
20170187,676,727,845,880,880
20170703,567,755,866,939,939
20170144,653,756,813,905,905
20170702,687,730,799,909,909
20170243,712,744,785,884,884
20171097,650,690,864,920,920
20170916,643,731,879,869,869
20172124,709,749,838,824,824
20170052,638,694,869,917,917
20172105,707,686,837,887,887
20170431,714,680,841,880,880
20170715,564,757,872,920,920
20170328,673,711,851,878,878
20170185,584,738,872,918,918
20170359,650,686,864,912,912
20172066,677,681,853,901,901
20170634,671,732,829,876,876
20171180,725,784,789,810,810
20172021,639,712,858,897,897
20170523,710,687,823,885,885
20170758,690,761,807,847,847
20170180,624,685,881,914,914
20170255,718,719,785,882,882
20172032,667,762,850,824,824
20170066,682,709,797,914,914
20170800,594,710,862,933,933
20170184,620,686,859,929,929
20172044,668,666,836,923,923
20170464,694,701,812,886,886
20170768,705,705,808,875,875
20170559,695,660,883,855,855
20170085,769,781,738,803,803
20171074,565,714,876,935,935
20170236,600,705,850,934,934
20170092,698,633,828,930,930
20170997,703,692,823,871,871
20171044,675,699,840,874,874
20170760,652,781,801,854,854
20170721,652,711,845,877,877
20170798,718,752,814,801,801
20170605,625,724,854,879,879
20170158,651,718,816,896,896
20170270,613,654,883,929,929
20170836,688,735,751,905,905
20170571,611,683,876,908,908
20170497,670,711,796,901,901
20170381,725,694,786,873,873
20170130,615,677,847,938,938
20170570,709,660,830,876,876
20170656,639,655,866,913,913
20170200,611,669,872,919,919
20170400,745,763,749,814,814
20171086,685,659,847,878,878
20170295,640,625,876,927,927
20170207,703,654,803,908,908
20170624,713,686,818,850,850
20172076,621,619,884,942,942
20170761,783,694,824,763,763
20170865,643,640,870,907,907
20170258,647,722,824,865,865
20170424,702,698,805,853,853
20170849,640,675,845,897,897
20172049,630,728,843,856,856
20170303,573,714,844,924,924
20170422,532,736,887,899,899
20170274,631,688,838,897,897
20170105,628,689,844,893,893
20170515,699,642,797,915,915
20170689,612,702,834,905,905
20170638,586,666,843,956,956
20170676,652,681,837,881,881
20170418,693,693,821,844,844
20172028,685,625,802,937,937
20170408,680,713,836,820,820
20170947,544,718,867,919,919
20170971,613,670,853,912,912
20170124,565,711,841,930,930
20170118,612,654,849,930,930
20170700,657,674,852,862,862
20170759,728,775,733,809,809
20170299,673,659,816,896,896
20170667,647,693,828,875,875
20170694,641,703,843,856,856
20170210,668,698,816,858,858
20170829,676,642,860,861,861
20170213,691,726,782,840,840
20170075,643,677,809,909,909
20170067,513,681,887,955,955
20172019,601,640,862,928,928
20170793,572,756,836,867,867
20170138,543,705,870,911,911
20170803,587,659,874,909,909
20170335,664,695,816,853,853
20170205,665,703,810,849,849
20170598,719,658,826,822,822
20172017,662,696,811,853,853
20170091,664,710,807,841,841
20172107,720,695,776,831,831
20170201,664,677,865,816,816
20170998,636,661,853,869,869
20170278,670,663,806,879,879
20170594,657,663,819,878,878
20170722,690,703,828,796,796
20170252,634,641,848,892,892
20172063,691,721,771,832,832
20170665,708,597,819,890,890
20172116,612,646,840,915,915
20170747,692,670,816,833,833
20170268,562,669,859,918,918
20172097,640,657,790,915,915
20170608,614,688,832,867,867
20171018,625,700,815,855,855
20170795,588,705,847,855,855
20170001,626,685,829,855,855
20170718,656,687,811,841,841
20171103,615,653,832,890,890
20170273,664,624,819,883,883
20170929,584,689,842,875,875
20170738,699,655,800,833,833
20170518,610,543,879,953,953
20171107,633,647,820,885,885
20170822,712,716,799,755,755
20172058,618,643,853,868,868
20170183,624,729,832,795,795
20170742,652,695,765,867,867
20170007,701,689,763,825,825
20170514,747,722,716,793,793
20170170,696,672,708,895,895
20172110,610,637,840,884,884
20170603,674,618,821,857,857
20170161,660,672,728,908,908
20170580,621,643,835,869,869
20170324,677,631,759,899,899
20170731,609,666,816,875,875
20170528,632,708,784,842,842
20170532,620,696,783,865,865
20170495,623,714,797,830,830
20172048,644,681,790,847,847
20170358,675,666,771,849,849
20170524,530,652,883,891,891
20170122,610,601,875,869,869
20172045,606,641,804,901,901
20170573,665,689,774,824,824
20170460,570,677,819,883,883
20170921,506,712,829,899,899
20170229,572,701,787,881,881
20170231,654,677,792,818,818
20170301,651,590,783,914,914
20170472,634,571,829,904,904
20172041,606,586,845,901,901
20170347,591,584,871,892,892
20172036,556,661,839,882,882
20170024,625,650,778,883,883
20170246,678,601,818,839,839
20170876,648,564,852,870,870
20170465,592,586,857,898,898
20170938,508,673,850,898,898
20170047,591,579,871,888,888
20170027,583,560,859,926,926
20170062,628,659,775,857,857
20170844,547,642,887,843,843
20170317,678,681,706,853,853
20172053,605,676,786,851,851
20170318,632,625,804,852,852
20172073,620,626,770,896,896
20170586,635,635,788,853,853
20172121,618,631,825,837,837
20170304,614,642,751,898,898
20170906,571,655,811,868,868
20170028,629,619,785,871,871
20170904,635,596,842,828,828
20170307,585,635,771,908,908
20170117,598,679,759,863,863
20170697,708,607,748,834,834
20170363,590,744,739,824,824
20170385,633,694,759,805,805
20170291,630,592,789,879,879
20170313,626,645,766,853,853
20172024,605,685,744,855,855
20170914,691,680,761,757,757
20170636,697,637,748,806,806
20170527,519,626,853,887,887
20170049,550,639,810,885,885
20170112,703,669,771,741,741
20170858,557,611,845,869,869
20170343,549,722,759,852,852
20170893,678,546,834,824,824
20170354,608,675,749,849,849
20170300,530,628,867,853,853
20172012,662,634,792,790,790
20170175,540,624,828,885,885
20170053,532,609,834,901,901
20170713,510,572,838,955,955
20170006,535,583,860,896,896
20170659,595,612,803,863,863
20170595,602,599,838,832,832
20172042,633,686,772,780,780
20172035,630,650,806,784,784
20170584,553,548,875,893,893
20170952,527,674,807,861,861
20170677,607,606,814,839,839
20170008,568,627,827,838,838
20170046,576,661,748,873,873
20172081,662,634,708,854,854
20170131,656,684,739,774,774
20170910,502,645,805,899,899
20170134,543,714,758,836,836
20170203,609,576,819,846,846
20172143,522,615,824,885,885
20170492,649,618,752,825,825
20170305,602,555,813,871,871
20170839,597,653,735,856,856
20171227,651,673,779,730,730
20170294,528,648,786,866,866
20170167,619,616,783,807,807
20170396,649,562,751,861,861
20170064,554,578,816,874,874
20170102,677,691,666,784,784
20170554,637,550,768,862,862
20170507,572,566,796,882,882
20170710,663,704,770,679,679
20170108,511,626,838,840,840
20170990,588,590,820,817,817
20170032,719,660,685,750,750
20171139,563,661,776,813,813
20170446,563,633,803,813,813
20170698,555,636,784,833,833
20170949,614,572,794,828,828
20170296,547,650,773,835,835
20170809,583,643,760,819,819
20170780,522,662,743,873,873
20170456,579,658,718,845,845
20172070,511,608,772,907,907
20170600,540,595,863,798,798
20170399,616,538,756,885,885
20171151,684,682,654,772,772
20170058,590,586,746,863,863
20170500,616,606,740,822,822
20170773,598,644,756,782,782
20170197,645,593,763,778,778
20170501,503,561,795,919,919
20170055,519,625,762,872,872
20170752,618,557,767,836,836
20172052,597,613,770,798,798
20170535,568,612,759,837,837
20170643,502,584,799,890,890
20170256,715,608,679,773,773
20170438,496,627,763,888,888
20170751,549,598,788,836,836
20172082,623,576,765,805,805
20172079,597,580,738,852,852
20171048,536,596,809,825,825
20170499,603,656,706,799,799
20171059,603,664,742,755,755
20172103,568,617,748,830,830
20170081,520,569,792,880,880
20172150,541,563,817,837,837
20170235,514,677,750,817,817
20172140,521,591,803,840,840
20170147,528,555,780,889,889
20170981,587,562,743,856,856
20171119,591,634,758,765,765
20172034,576,562,793,816,816
20170019,639,659,701,748,748
20171060,591,649,717,783,783
20170712,560,562,748,869,869
20170959,570,649,721,797,797
20170644,533,590,770,842,842
20170769,591,569,738,837,837
20170498,584,622,714,815,815
20171140,530,599,795,811,811
20170905,567,593,766,807,807
20170402,580,635,701,816,816
20170480,634,582,676,829,829
20170654,559,621,751,789,789
20170113,592,638,751,739,739
20170042,629,595,736,758,758
20171095,580,581,738,815,815
20170391,535,527,807,842,842
20170353,611,691,673,733,733
20172051,604,618,687,797,797
20170249,547,541,794,823,823
20170413,546,562,763,832,832
20170074,516,559,785,841,841
20170188,545,582,763,811,811
20170039,663,598,670,769,769
20171064,567,586,721,824,824
20170539,666,616,679,719,719
20170615,546,644,713,776,776
20170988,509,565,779,825,825
20170031,549,578,720,829,829
20170222,484,602,765,823,823
20171124,522,555,795,802,802
20172050,512,547,760,853,853
20170283,536,540,757,838,838
20170961,518,552,772,829,829
20170522,544,623,727,775,775
20170029,609,558,716,782,782
20172002,551,586,741,784,784
20170601,565,559,793,743,743
20170440,539,557,741,821,821
20170111,630,667,610,751,751
20170778,511,650,717,774,774
20170004,598,549,729,772,772
20172109,0 (محجوب),765,910,971,971
20170038,529,645,755,716,716
20170195,608,580,679,772,772
20170979,514,563,738,814,814
20170806,524,572,772,761,761
20170411,540,549,761,774,774
20170777,526,571,737,789,789
20170596,534,603,720,763,763
20171129,728,0,923,966,966
20170397,505,589,700,816,816
20171141,543,543,736,783,783
20170192,554,535,729,785,785
20171137,528,598,699,777,777
20170639,592,553,757,700,700
20172100,512,612,699,776,776
20170746,505,542,730,815,815
20171037,512,527,755,796,796
20171174,0 (محجوب),793,887,908,908
20170155,526,559,710,788,788
20171011,496,525,728,832,832
20170650,0 (محجوب),750,900,925,925
20171207,0 (محجوب),748,889,936,936
20170314,766,830,0,974,974
20170377,511,557,689,811,811
20170406,585,622,681,678,678
20171170,0 (محجوب),773,874,919,919
20170729,516,553,713,782,782
20170288,554,554,707,747,747
20170663,514,560,697,790,790
20171090,749,0 (محجوب),873,937,937
20171169,0 (محجوب),740,893,917,917
20170357,510,562,717,760,760
20170355,539,567,679,759,759
20170581,530,571,661,780,780
20170750,534,544,731,733,733
20172010,508,547,748,735,735
20170177,503,588,628,818,818
20171173,0 (محجوب),778,855,897,897
20170726,755,798,,976,976
20170541,514,623,658,733,733
20170097,488,611,724,704,704
20172026,0 (محجوب),744,867,914,914
20170661,765,798,0 (محجوب),960,960
20170132,676,0,896,946,946
20170045,594,580,659,683,683
20170568,550,515,691,757,757
20170613,537,590,649,733,733
20170181,519,551,727,706,706
20172030,772,830,0,900,900
20172055,575,575,691,658,658
20170582,0 (محجوب),718,869,911,911
20160146,511,569,671,739,739
20171132,747,821,,917,917
20171165,0 (محجوب),745,841,896,896
20171121,688,0,864,923,923
20170985,0 (محجوب),730,840,904,904
20170218,504,545,689,736,736
20170545,640,0,889,936,936
20171102,525,556,654,722,722
20170736,737,781,0 (محجوب),936,936
20170216,731,777,0,941,941
20170879,780,783,883,?,0
20170692,723,775,0 (محجوب),944,944
20172092,513,599,656,668,668
20170912,659,0,879,895,895
20172009,748,778,0 (محجوب),902,902
20170622,710,783,0 (محجوب),932,932
20170841,738,790,893,?,0
20171013,746,800,868,0,0
20171131,640,0,849,917,917
20171149,0 (محجوب),738,808,844,844
20171206,0 (محجوب),644,847,892,892
20170891,722,769,879,?,0
20170963,736,0,807,819,819
20170704,689,721,0 (محجوب),946,946
20171168,0 (محجوب),711,826,819,819
20170261,505,532,655,658,658
20172099,724,748,877,0,0
20170319,729,717,903,0,0
20171050,579,0,857,908,908
20170972,587,0,836,920,920
20171176,734,733,0,871,871
20171083,657,787,893,?,0
20170329,686,753,895,0,0
20170520,721,737,874,0,0
20171076,752,697,873,0,0
20170989,640,0,802,865,865
20170211,680,738,0 (محجوب),886,886
20170967,603,0,818,882,882
20170078,679,710,0 (محجوب),913,913
20170671,546,0,864,889,889
20170060,684,657,0 (محجوب),955,955
20170993,0 (محجوب),619,811,854,854
20170977,0 (محجوب),643,812,826,826
20170036,588,0,805,883,883
20171122,647,0,815,813,813
20171150,715,739,819,0,0
20171194,593,0,803,872,872
20170958,512,0,871,878,878
20170739,724,697,0 (محجوب),840,840
20170241,541,0,840,877,877
20171216,540,0,850,867,867
20171146,622,0,805,828,828
20171135,533,0,833,878,878
20170976,609,0,772,862,862
20170743,729,738,776,0,0
20161142,511,0,825,906,906
20170842,693,769,0,778,778
20171189,562,0,799,878,878
20170943,518,0 (محجوب),837,881,881
20170913,543,0,829,861,861
20170469,672,692,0,859,859
20170011,491,0,847,883,883
20160384,,589,778,844,844
20160841,,562,805,843,843
20170398,646,688,0 (محجوب),870,870
20170227,636,665,0,902,902
20171130,563,0,811,827,827
20171001,602,0,822,777,777
20170257,665,752,,774,774
20171162,0 (محجوب),590,789,811,811
20170946,529,0,779,880,880
20170889,663,707,817,?,0
20170951,494,0,825,867,867
20170145,550,0,789,845,845
20170992,577,0,788,808,808
20170973,547,0,781,844,844
20170919,597,659,,914,914
20160506,512,0,778,879,879
20170690,656,722,788,?,0
20171092,560,0 (محجوب),778,821,821
20171019,643,630,,883,883
20171181,551,0,753,852,852
20170941,485,0,805,862,862
20170974,535,0,790,827,827
20160818,499,0,778,872,872
20171195,580,0,723,846,846
20170669,592,0,750,802,802
20171072,519,0,785,839,839
20171221,521,0,813,808,808
20172133,599,0,779,764,764
20170452,535,690,915,?,0
20171212,0,537,758,840,840
20171126,493,0,800,841,841
20170159,502,0,776,853,853
20170086,669,637,0 (محجوب),825,825
20170466,607,0,673,849,849
20171039,514,0,767,843,843
20170593,552,0,796,771,771
20171225,588,0,703,817,817
20170558,735,664,704,0,0
20171112,511,0,785,804,804
20170932,519,0,751,825,825
20170272,513,0,781,801,801
20161168,506,0,796,792,792
20170467,492,0,755,842,842
20171178,555,0,687,846,846
20170792,495,0,768,825,825
20170965,635,636,816,?,0
20171008,569,0,776,740,740
20170994,484,0,776,815,815
20171219,511,0,728,834,834
20171160,504,703,859,?,0
20171070,499,0,776,791,791
20160635,516,0,760,788,788
20170928,518,0,741,800,800
20171066,555,0,716,784,784
20171117,538,0,743,774,774
20170725,526,0,700,825,825
20170502,598,639,811,?,0
20160426,,556,714,773,773
20170734,510,609,0,920,920
20170325,593,609,833,0,0
20170269,557,648,,827,827
20162104,514,0,761,755,755
20171028,0 (محجوب),531,702,792,792
20171134,0 (محجوب),631,626,761,761
20171238,؟,545,705,765,765
20161144,499,0 (محجوب),723,788,788
20171040,500,0,710,799,799
20171057,497,0,710,798,798
20170942,518,0,725,762,762
20170401,584,560,857,?,0
20170496,529,0,678,785,785
20171099,503,0,704,775,775
20170790,511,0,729,741,741
20171213,490,0,668,821,821
20170044,518,0,643,818,818
20170804,500,0,719,759,759
20170123,510,0,671,795,795
20170189,615,677,0,675,675
20170389,511,587,0,855,855
20161137,504,0,702,746,746
20170336,547,576,0,826,826
20171120,572,0,661,709,709
20172125,584,562,0,792,792
20171098,495,0,652,787,787
20170349,571,579,0,784,784
20170493,641,603,0,678,678
20170116,646,657,616,0,0
20170707,581,544,,786,786
20171723,؟,؟,927,983,983
20161093,499,0 (محجوب),685,725,725
20170491,531,0,665,709,709
20170510,544,572,0 (محجوب),787,787
20171834,؟,؟,931,967,967
20171821,؟,؟,924,965,965
20171005,505,0,658,723,723
20171100,513,0,667,705,705
20171840,؟,؟,925,957,957
20170935,497,0,643,742,742
20171015,516,0 (محجوب),718,648,648
20171710,؟,؟,916,960,960
20171729,؟,؟,910,960,960
20171822,؟,؟,906,963,963
20170352,616,546,0,704,704
20171731,؟,؟,910,954,954
